Timestamp;SetSpeed;x
0;-609;-592
1087;-606;-644
2088;-604;-644
3088;-602;-645
4083;-600;-643
5088;-597;-640
6082;-595;-638
7087;-593;-636
8082;-591;-635
9082;-588;-630
10084;-586;-628
11089;-583;-625
12084;-581;-622
13085;-578;-621
14083;-576;-621
15085;-573;-620
16083;-571;-617
17085;-568;-614
18082;-566;-613
19087;-563;-610
20085;-561;-607
21087;-558;-606
22084;-555;-603
23087;-553;-603
24084;-550;-600
25086;-547;-597
26102;-544;-595
27084;-542;-591
28087;-539;-589
29087;-536;-588
30089;-533;-587
31087;-530;-583
32089;-527;-578
33086;-525;-575
34087;-522;-572
35083;-519;-570
36084;-516;-567
37195;-513;-563
38083;-510;-561
39088;-507;-560
40085;-504;-557
41086;-501;-552
42083;-498;-549
43084;-494;-546
44089;-491;-544
45082;-488;-541
46087;-485;-536
47088;-482;-531
48099;-479;-528
49083;-475;-528
50085;-472;-526
51082;-469;-522
52083;-466;-517
53088;-462;-512
54089;-459;-510
55086;-456;-507
56087;-452;-504
57084;-449;-500
58085;-446;-496
59100;-442;-492
60089;-439;-488
61083;-435;-483
62087;-432;-481
63088;-429;-478
64085;-425;-475
65086;-422;-470
66083;-418;-467
67084;-414;-464
68089;-411;-460
69086;-407;-456
70098;-404;-452
71088;-400;-449
72083;-397;-446
73088;-393;-441
74082;-389;-437
75087;-386;-433
76082;-382;-431
77087;-378;-426
78089;-375;-423
79090;-371;-420
80084;-367;-416
81097;-363;-411
82087;-360;-407
83089;-356;-404
84086;-352;-400
85089;-348;-395
86086;-344;-391
87088;-341;-389
88086;-337;-387
89083;-333;-381
90088;-329;-378
91082;-325;-374
92101;-321;-368
93083;-317;-365
94086;-313;-362
95084;-309;-358
96086;-305;-352
97084;-302;-348
98086;-298;-345
99085;-294;-341
100086;-290;-338
101089;-286;-336
102083;-282;-332
103103;-278;-327
104084;-273;-322
105086;-269;-319
106083;-265;-316
107084;-261;-312
108089;-257;-307
109085;-253;-302
110089;-249;-296
111083;-245;-293
112087;-241;-288
113088;-237;-285
114102;-232;-283
115084;-228;-278
116086;-224;-273
117082;-220;-271
118083;-216;-269
119083;-212;-265
120084;-207;-260
121089;-203;-255
122083;-199;-250
123087;-195;-245
124088;-191;-243
125103;-186;-238
126085;-182;-236
127087;-178;-232
128084;-174;-228
129088;-169;-224
130084;-165;-218
131086;-161;-212
132082;-156;-209
133084;-152;-206
134088;-148;-202
135101;-144;-198
136083;-139;-194
137085;-135;-191
138083;-131;-188
139088;-126;-183
140085;-122;-178
141088;-118;-174
142085;-113;-168
143088;-109;-165
144085;-105;-160
145088;-100;-155
146085;-96;-150
147104;-92;-147
148085;-87;-147
149083;-83;-144
150088;-78;-138
151083;-74;-132
152088;-70;-129
153082;-65;-75
154087;-61;-120
155082;-57;-66
156087;-52;-108
157116;-48;-106
158099;-43;-102
159084;-39;-99
160087;-35;-97
161084;-30;-93
162086;-26;-88
163084;-21;-82
164086;-17;-78
165082;-13;-24
166082;-8;-19
167087;-4;-63
168088;0;-9
169100;0;-58
170089;4;-54
171083;8;-49
172087;13;-44
173088;17;-41
174085;21;-36
175087;26;-33
176083;30;-28
177085;35;-25
178089;39;-24
179085;43;-22
180108;48;-15
181098;52;-11
182087;57;-8
183089;61;-4
184085;65;0
185087;70;7
186084;74;14
187085;78;18
188089;83;20
189086;87;25
190082;92;29
191084;96;31
192164;100;35
193086;105;39
194088;109;41
195085;113;44
196086;118;51
197083;122;57
198085;126;60
199084;131;63
200086;135;69
201084;139;73
202086;144;78
203122;148;84
204082;152;88
205085;156;91
206082;161;95
207085;165;99
208082;169;101
209087;174;106
210084;178;112
211086;182;116
212084;186;120
213086;191;124
214110;195;129
215101;199;135
216083;203;138
217085;207;140
218138;212;143
219084;216;147
220087;220;150
221084;224;155
222087;228;160
223084;232;164
224086;237;166
225084;241;170
226113;245;177
227102;249;182
228084;253;185
229089;257;189
230086;261;193
231086;265;195
232082;269;198
233083;273;204
234088;278;207
235089;282;211
236086;286;216
237087;290;220
238121;294;223
239082;298;227
240084;302;233
241088;305;236
242082;309;239
243086;313;241
244088;317;246
245084;321;249
246086;325;252
247082;329;257
248084;333;260
249177;337;265
250086;341;271
251088;344;274
252084;348;278
253086;352;282
254082;356;285
255084;360;289
256088;363;291
257089;367;296
258086;371;300
259082;375;300
260087;378;304
261183;382;308
262087;386;311
263089;389;316
264085;393;320
265087;397;324
266084;400;324
267087;404;327
268084;407;332
269089;411;338
270086;414;344
271088;418;346
272184;422;348
273089;425;353
274084;429;357
275089;432;360
276084;435;364
277089;439;366
278083;442;368
279084;446;370
280086;449;373
281084;452;376
282086;456;379
283112;459;382
284086;462;382
285089;466;387
286086;469;392
287089;472;394
288086;475;398
289083;479;401
290088;482;406
291083;485;411
292088;488;413
293082;491;415
294107;494;417
295089;498;418
296083;501;472
297086;504;475
298087;507;476
299086;510;479
300088;513;483
301084;516;485
302086;519;489
303083;522;494
304084;525;497
305099;527;447
306088;530;501
307082;533;505
308087;536;509
309083;539;510
310087;542;513
311089;544;515
312085;547;517
313087;550;519
314083;553;520
315100;555;470
316089;558;524
317083;561;525
318087;563;527
319084;566;530
320088;568;532
321089;571;535
322086;573;538
323087;576;544
324084;578;548
325086;581;548
326097;583;498
327086;586;552
328088;588;555
329087;591;557
330089;593;559
331086;595;562
332088;597;563
333086;600;565
334088;602;567
335086;604;571
336088;606;574
337100;609;523
338082;611;577
339088;613;581
340085;615;584
341087;617;585
342085;619;586
343087;621;587
344084;623;591
345087;625;595
346084;627;594
347086;629;597
348084;631;597
349097;633;550
350086;635;604
351089;637;606
352086;638;610
353089;640;612
354086;642;613
355088;644;615
356086;645;618
357088;647;621
358085;649;625
359083;650;624
360101;652;577
361082;654;631
362083;655;632
363087;657;632
364088;658;635
365085;660;640
366086;661;641
367083;662;641
368084;664;642
369084;665;647
370101;667;599
371082;668;653
372084;669;654
373088;670;655
374089;672;656
375086;673;658
376087;674;661
377084;675;660
378086;676;661
379085;678;661
380086;679;662
381100;680;612
382089;681;666
383083;682;668
384087;683;667
385089;684;670
386085;685;673
387087;685;676
388084;686;678
389088;687;676
390084;688;677
391086;689;678
392156;689;626
393083;690;680
394085;691;680
395082;692;678
396083;692;678
397089;693;679
398083;693;681
399084;694;682
400086;695;683
401083;695;682
402086;696;683
403097;696;628
404086;696;682
405089;697;680
406086;697;681
407089;698;681
408086;698;681
409083;698;683
410088;698;682
411083;699;681
412088;699;682
413082;699;683
414100;699;628
415082;699;682
416084;699;680
417090;699;680
418084;699;682
419084;699;683
420086;699;683
421084;699;678
422086;699;677
423084;699;679
424086;699;679
425103;699;623
426085;699;677
427089;699;676
428085;698;674
429089;698;674
430085;698;676
431087;698;675
432084;697;674
433085;697;673
434089;696;672
435098;696;615
436087;696;669
437089;695;669
438086;695;670
439082;694;671
440087;693;669
441088;693;665
442085;692;664
443086;692;664
444083;691;665
445084;690;664
446102;689;608
447083;689;662
448085;688;663
449085;687;663
450086;686;663
451083;685;661
452084;685;661
453088;684;660
454082;683;657
455086;682;656
456088;681;656
457099;680;601
458088;679;655
459085;678;656
460089;676;657
461083;675;653
462088;674;653
463083;673;653
464088;672;652
465082;670;651
466087;669;650
467089;668;650
468101;667;593
469086;665;647
470089;664;647
471086;662;646
472088;661;646
473086;660;645
474088;658;643
475085;657;643
476088;655;643
477085;654;642
478088;652;639
479102;650;587
480084;649;641
481087;647;638
482084;645;635
483086;644;636
484084;642;637
485086;640;634
486084;638;629
487086;637;630
488083;635;632
489088;633;629
490098;631;625
491085;629;621
492082;627;620
493083;625;619
494086;623;617
495088;621;617
496084;619;614
497086;617;611
498082;615;610
499086;613;611
500083;611;553
501103;609;550
502089;606;604
503086;604;601
504087;602;599
505084;600;597
506086;597;596
507082;595;594
508083;593;591
509083;591;588
510084;588;586
511089;586;528
512096;583;582
513085;581;577
514087;578;573
515084;576;570
516085;573;568
517089;571;566
518083;568;561
519083;566;557
520084;563;556
521088;561;554
522082;558;496
523097;555;550
524086;553;547
525088;550;545
526085;547;541
527087;544;539
528084;542;536
529089;539;534
530086;536;531
531089;533;526
532086;530;522
533115;527;462
534103;525;460
535082;522;514
536087;519;513
537089;516;509
538087;513;506
539084;510;502
540089;507;498
541084;504;495
542089;501;493
543083;498;490
544103;494;487
545083;491;482
546088;488;477
547082;485;474
548087;482;471
549084;479;469
550090;475;465
551084;472;461
552089;469;458
553084;466;456
554089;462;396
555100;459;450
556082;456;447
557085;452;444
558089;449;440
559084;446;437
560088;442;432
561090;439;427
562086;435;423
563087;432;420
564084;429;417
565086;425;413
566109;422;355
567100;418;409
568089;414;405
569086;411;402
570083;407;399
571084;404;396
572089;400;392
573082;397;388
574086;393;384
575088;389;380
576084;386;374
577192;382;313
578082;378;367
579086;375;365
580083;371;362
581085;367;358
582089;363;355
583083;360;352
584087;356;350
585088;352;347
586085;348;344
587086;344;338
588083;341;276
589103;337;330
590089;333;327
591086;329;322
592087;325;321
593084;321;318
594087;317;314
595084;313;308
596086;309;305
597084;305;301
598086;302;295
599086;298;290
600125;294;231
601087;290;285
602082;286;282
603087;282;278
604089;278;275
605087;273;272
606089;269;268
607087;265;264
608089;261;260
609089;257;257
610083;253;253
611120;249;190
612086;245;244
613088;241;240
614086;237;237
615088;232;232
616085;228;228
617088;224;225
618085;220;220
619083;216;216
620088;212;212
621082;207;209
622087;203;150
623101;199;204
624089;195;199
625082;191;195
626086;186;191
627088;182;189
628084;178;183
629088;174;177
630085;169;173
631086;165;171
632083;161;165
633082;156;160
634102;152;157
635084;148;154
636086;144;149
637082;139;145
638083;135;139
639083;131;135
640084;126;132
641089;122;127
642083;118;122
643087;113;119
644088;109;117
645159;105;54
646086;100;108
647088;96;103
648084;92;101
649088;87;98
650085;83;91
651086;78;87
652083;74;85
653084;70;80
654089;65;76
655083;61;72
656134;57;12
657084;52;66
658086;48;62
659086;43;55
660089;39;50
661086;35;44
662088;30;39
663086;26;36
664088;21;32
665085;17;27
666088;13;23
667105;8;20
668087;4;17
669084;0;14
670082;-4;8
671084;-8;2
672089;-13;0
673084;-17;-3
674089;-21;-7
675084;-26;-14
676089;-30;-20
677083;-35;-23
678097;-39;-24
679089;-43;-30
680084;-48;-33
681090;-52;-39
682084;-57;-43
683089;-61;-47
684084;-65;-50
685089;-70;-55
686083;-74;-59
687089;-78;-63
688083;-83;-65
689098;-87;-71
690086;-92;-76
691088;-96;-79
692084;-100;-84
693086;-105;-88
694082;-109;-91
695084;-113;-97
696088;-118;-102
697089;-122;-105
698086;-126;-110
699082;-131;-115
700097;-135;-118
701086;-139;-123
702088;-144;-126
703084;-148;-131
704086;-152;-136
705083;-156;-139
706084;-161;-141
707088;-165;-145
708082;-169;-152
709089;-174;-156
710083;-178;-159
711099;-182;-161
712086;-186;-167
713083;-191;-171
714084;-195;-176
715089;-199;-178
716083;-203;-184
717087;-207;-188
718088;-212;-194
719088;-216;-198
720089;-220;-201
721086;-224;-203
722087;-228;-208
723100;-232;-214
724089;-237;-217
725084;-241;-220
726090;-245;-225
727084;-249;-229
728089;-253;-232
729086;-257;-236
730084;-261;-242
731086;-265;-245
732084;-269;-249
733086;-273;-251
734104;-278;-255
735086;-282;-259
736089;-286;-265
737086;-290;-269
738088;-294;-274
739088;-298;-279
740083;-302;-281
741088;-305;-284
742082;-309;-290
743087;-313;-295
744082;-317;-300
745097;-321;-302
746087;-325;-305
747089;-329;-308
748086;-333;-312
749083;-337;-314
750089;-341;-320
751083;-344;-324
752088;-348;-329
753083;-352;-333
754088;-356;-336
755089;-360;-338
756102;-363;-342
757083;-367;-348
758085;-371;-349
759084;-375;-353
760086;-378;-356
761082;-382;-360
762084;-386;-364
763088;-389;-368
764089;-393;-372
765086;-397;-375
766087;-400;-380
767099;-404;-384
768088;-407;-386
769085;-411;-388
770089;-414;-390
771083;-418;-394
772087;-422;-400
773089;-425;-401
774085;-429;-403
775087;-432;-408
776083;-435;-415
777085;-439;-418
778103;-442;-417
779087;-446;-420
780089;-449;-426
781086;-452;-429
782087;-456;-430
783084;-459;-432
784085;-462;-433
785082;-466;-437
786083;-469;-441
787088;-472;-442
788089;-475;-444
789100;-479;-446
790082;-482;-452
791085;-485;-458
792082;-488;-460
793085;-491;-461
794082;-494;-464
795084;-498;-467
796082;-501;-470
797084;-504;-473
798089;-507;-476
799087;-510;-477
800098;-513;-479
801087;-516;-484
802082;-519;-488
803087;-522;-490
804089;-525;-489
805087;-527;-492
806089;-530;-498
807086;-533;-500
808089;-536;-501
809089;-539;-504
810096;-542;-506
811086;-544;-506
812089;-547;-510
813086;-550;-514
814088;-553;-515
815086;-555;-518
816088;-558;-520
817085;-561;-522
818088;-563;-523
819088;-566;-527
820089;-568;-531
821098;-571;-536
822086;-573;-536
823088;-576;-537
824085;-578;-535
825086;-581;-539
826083;-583;-543
827085;-586;-545
828089;-588;-546
829085;-591;-548
830089;-593;-551
831083;-595;-554
832098;-597;-559
833087;-600;-562
834089;-602;-564
835086;-604;-563
836087;-606;-565
837084;-609;-566
838085;-611;-569
839085;-613;-574
840086;-615;-575
841083;-617;-577
842087;-619;-580
843101;-621;-583
844086;-623;-586
845087;-625;-590
846084;-627;-591
847085;-629;-592
848082;-631;-595
849086;-633;-597
850082;-635;-599
851084;-637;-602
852088;-638;-605
853089;-640;-606
854102;-642;-609
855084;-644;-610
856087;-645;-613
857084;-647;-617
858086;-649;-617
859087;-650;-618
860089;-652;-621
861086;-654;-625
862088;-655;-628
863086;-657;-631
864088;-658;-633
865104;-660;-635
866086;-661;-635
867088;-662;-635
868086;-664;-636
869083;-665;-638
870088;-667;-640
871083;-668;-643
872088;-669;-645
873082;-670;-647
874087;-672;-649
875089;-673;-653
876097;-674;-656
877086;-675;-656
878089;-676;-655
879089;-678;-656
880084;-679;-656
881089;-680;-659
882084;-681;-658
883089;-682;-659
884083;-683;-658
885088;-684;-657
886089;-685;-660
887098;-685;-663
888087;-686;-665
889083;-687;-665
890087;-688;-666
891089;-689;-668
892085;-689;-671
893087;-690;-673
894084;-691;-671
895085;-692;-671
896089;-692;-670
897083;-693;-670
898103;-693;-669
899087;-694;-667
900089;-695;-666
901086;-695;-666
902087;-696;-666
903084;-696;-668
904085;-696;-670
905082;-697;-670
906083;-697;-668
907087;-698;-668
908089;-698;-668
909142;-698;-724
910086;-698;-670
911088;-699;-668
912085;-699;-670
913087;-699;-670
914083;-699;-669
915085;-699;-669
916089;-699;-667
917083;-699;-666
918087;-699;-666
919083;-699;-667
920125;-699;-666
921089;-699;-664
922084;-699;-666
923089;-699;-665
924084;-699;-663
925089;-699;-663
926084;-699;-664
927089;-699;-664
928084;-698;-662
929084;-698;-661
930086;-698;-661
931110;-698;-661
932102;-697;-662
933089;-697;-662
934086;-696;-661
935088;-696;-661
936086;-696;-660
937088;-695;-660
938085;-695;-660
939083;-694;-660
940088;-693;-659
941082;-693;-656
942117;-692;-657
943083;-692;-656
944085;-691;-654
945083;-690;-653
946085;-689;-656
947082;-689;-657
948085;-688;-657
949085;-687;-657
950087;-686;-658
951084;-685;-658
952122;-685;-656
953085;-684;-655
954086;-683;-657
955083;-682;-657
956084;-681;-653
957089;-680;-653
958082;-679;-652
959082;-678;-653
960083;-676;-653
961088;-675;-653
962089;-674;-653
963116;-673;-653
964084;-672;-652
965086;-670;-653
966083;-669;-649
967084;-668;-650
968089;-667;-651
969085;-665;-651
970089;-664;-649
971083;-662;-647
972087;-661;-647
973089;-660;-645
974113;-658;-646
975089;-657;-643
976083;-655;-642
977087;-654;-642
978088;-652;-640
979088;-650;-639
980089;-649;-638
981086;-647;-638
982087;-645;-637
983084;-644;-635
984085;-642;-631
985134;-640;-629
986085;-638;-628
987088;-637;-628
988085;-635;-625
989083;-633;-622
990088;-631;-623
991082;-629;-621
992087;-627;-620
993082;-625;-616
994087;-623;-613
995089;-621;-609
996115;-619;-607
997089;-617;-606
998084;-615;-606
999085;-613;-603
1000087;-611;-602
1001084;-609;-598
1002087;-606;-597
1003084;-604;-597
1004086;-602;-594
1005084;-600;-590
1006098;-597;-587
1007087;-595;-586
1008082;-593;-583
1009082;-591;-579
1010085;-588;-576
1011082;-586;-574
1012084;-583;-572
1013082;-581;-572
1014084;-578;-569
1015089;-576;-565
1016084;-573;-562
1017165;-571;-610
1018084;-568;-556
1019088;-566;-554
1020085;-563;-551
1021086;-561;-547
1022083;-558;-543
1023084;-555;-541
1024089;-553;-539
1025083;-550;-537
1026087;-547;-533
1027088;-544;-532
1028122;-542;-530
1029084;-539;-528
1030086;-536;-523
1031083;-533;-519
1032084;-530;-516
1033088;-527;-514
1034082;-525;-511
1035086;-522;-508
1036088;-519;-505
1037084;-516;-503
1038086;-513;-499
1039085;-510;-496
1040201;-507;-543
1041089;-504;-489
1042083;-501;-486
1043088;-498;-484
1044089;-494;-483
1045086;-491;-479
1046087;-488;-475
1047084;-485;-473
1048085;-482;-471
1049082;-479;-468
1050086;-475;-464
1051120;-472;-463
1052086;-469;-461
1053089;-466;-458
1054086;-462;-455
1055089;-459;-450
1056086;-456;-448
1057088;-452;-442
1058085;-449;-439
1059083;-446;-436
1060088;-442;-433
1061082;-439;-429
1062187;-435;-477
1063084;-432;-423
1064086;-429;-421
1065084;-425;-421
1066086;-422;-416
1067084;-418;-414
1068086;-414;-411
1069086;-411;-410
1070088;-407;-405
1071086;-404;-402
1072088;-400;-397
1073098;-397;-395
1074088;-393;-393
1075083;-389;-391
1076088;-386;-389
1077082;-382;-383
1078087;-378;-378
1079085;-375;-375
1080082;-371;-374
1081084;-367;-371
1082089;-363;-368
1083089;-360;-365
1084100;-356;-362
1085089;-352;-358
1086083;-348;-355
1087087;-344;-353
1088088;-341;-350
1089088;-337;-346
1090089;-333;-343
1091086;-329;-340
1092087;-325;-339
1093084;-321;-334
1094085;-317;-331
1095104;-313;-329
1096085;-309;-325
1097087;-305;-321
1098083;-302;-315
1099088;-298;-311
1100084;-294;-308
1101086;-290;-305
1102082;-286;-301
1103084;-282;-295
1104088;-278;-292
1105089;-273;-290
1106098;-269;-288
1107087;-265;-285
1108088;-261;-281
1109088;-257;-276
1110089;-253;-271
1111086;-249;-269
1112087;-245;-265
1113084;-241;-260
1114085;-237;-258
1115082;-232;-255
1116083;-228;-250
1117101;-224;-247
1118083;-220;-242
1119089;-216;-237
1120086;-212;-232
1121089;-207;-229
1122086;-203;-226
1123088;-199;-221
1124086;-195;-217
1125088;-191;-213
1126085;-186;-210
1127088;-182;-207
1128102;-178;-202
1129087;-174;-198
1130082;-169;-195
1131087;-165;-191
1132089;-161;-185
1133087;-156;-181
1134089;-152;-175
1135086;-148;-172
1136089;-144;-167
1137086;-139;-163
1138088;-135;-159
1139099;-131;-156
1140088;-126;-152
1141083;-122;-148
1142088;-118;-146
1143083;-113;-143
1144088;-109;-138
1145082;-105;-133
1146088;-100;-126
1147082;-96;-122
1148085;-92;-117
1149089;-87;-114
1150103;-83;-109
1151084;-78;-105
1152086;-74;-101
1153083;-70;-98
1154084;-65;-92
1155089;-61;-88
1156082;-57;-84
1157087;-52;-79
1158088;-48;-75
1159088;-43;-70
1160098;-39;-66
1161087;-35;-61
1162089;-30;-56
1163086;-26;-52
1164087;-21;-49
1165084;-17;-45
1166085;-13;-42
1167082;-8;-36
1168083;-4;-30
1169083;0;-26
1170084;0;-22
1171101;4;-18
1172083;8;-14
1173085;13;-11
1174089;17;-7
1175083;21;0
1176087;26;4
1177088;30;5
1178085;35;5
1179089;39;9
1180086;43;13
1181087;48;19
1182097;52;23
1183086;57;29
1184089;61;32
1185086;65;37
1186089;70;40
1187086;74;44
1188088;78;48
1189088;83;52
1190083;87;55
1191088;92;59
1192082;96;64
1193099;100;69
1194089;105;74
1195084;109;78
1196089;113;81
1197083;118;85
1198088;122;92
1199086;126;95
1200083;131;100
1201086;135;103
1202083;139;108
1203085;144;113
1204098;148;119
1205088;152;121
1206083;156;123
1207088;161;125
1208082;165;130
1209082;169;134
1210085;174;139
1211082;178;143
1212084;182;147
1213089;186;150
1214089;191;153
1215101;195;159
1216082;199;165
1217084;203;167
1218088;207;168
1219084;212;175
1220089;216;183
1221082;220;187
1222087;224;189
1223088;228;193
1224085;232;197
1225086;237;199
1226102;241;201
1227083;245;204
1228085;249;209
1229084;253;215
1230085;257;220
1231082;261;225
1232083;265;227
1233088;269;232
1234089;273;238
1235086;278;240
1236087;282;241
1237096;286;245
1238085;290;250
1239082;294;254
1240086;298;257
1241088;302;261
1242084;305;265
1243086;309;268
1244082;313;273
1245084;317;275
1246088;321;278
1247089;325;284
1248104;329;288
1249088;333;291
1250083;337;297
1251088;341;301
1252083;344;305
1253088;348;309
1254082;352;312
1255088;356;315
1256082;360;319
1257087;363;322
1258083;367;326
1259088;371;331
1260100;375;334
1261087;378;337
1262084;382;341
1263087;386;346
1264084;389;349
1265087;393;354
1266084;397;357
1267086;400;360
1268084;404;363
1269088;407;368
1270086;411;374
1271099;414;378
1272084;418;381
1273087;422;385
1274084;425;388
1275086;429;394
1276084;432;397
1277086;435;399
1278083;439;403
1279087;442;407
1280083;446;410
1281084;449;415
1282096;452;420
1283085;456;420
1284087;459;425
1285084;462;429
1286085;466;432
1287090;469;436
1288083;472;439
1289082;475;444
1290084;479;447
1291088;482;451
1292082;485;456
1293097;488;460
1294086;491;461
1295088;494;464
1296084;498;470
1297086;501;475
1298082;504;477
1299086;507;481
1300083;510;486
1301084;513;489
1302089;516;492
1303083;519;496
1304102;522;500
1305088;525;502
1306085;527;503
1307086;530;507
1308083;533;512
1309087;536;516
1310084;539;518
1311085;542;521
1312089;544;523
1313083;547;527
1314088;550;529
1315101;553;530
1316088;555;531
1317085;558;533
1318088;561;537
1319088;563;541
1320083;566;544
1321088;568;547
1322082;571;550
1323087;573;553
1324082;576;556
1325117;578;557
1326082;581;561
1327085;583;563
1328082;586;567
1329087;588;570
1330084;591;573
1331087;593;574
1332084;595;574
1333086;597;577
1334084;600;579
1335086;602;582
1336175;604;532
1337087;606;586
1338082;609;588
1339082;611;591
1340084;613;594
1341089;615;596
1342084;617;597
1343089;619;600
1344083;621;601
1345087;623;602
1346087;625;602
1347110;627;605
1348102;629;608
1349083;631;608
1350088;633;609
1351089;635;613
1352086;637;615
1353087;638;618
1354084;640;618
1355086;642;619
1356082;644;621
1357083;645;621
1358088;647;623
1359121;649;626
1360089;650;627
1361083;652;627
1362087;654;626
1363088;655;629
1364085;657;631
1365086;658;633
1366083;660;633
1367085;661;633
1368089;662;634
1369085;664;636
1370155;665;585
1371089;667;639
1372084;668;640
1373088;669;642
1374089;670;644
1375086;672;644
1376088;673;645
1377084;674;645
1378086;675;647
1379085;676;650
1380088;678;650
1381167;679;599
1382087;680;653
1383089;681;653
1384087;682;655
1385089;683;655
1386086;684;657
1387088;685;658
1388086;685;659
1389083;686;658
1390088;687;659
1391083;688;661
1392100;689;662
1393082;689;662
1394085;690;663
1395082;691;665
1396085;692;666
1397082;692;666
1398084;693;668
1399085;693;669
1400087;694;670
1401084;695;674
1402087;695;672
1403098;696;674
1404088;696;675
1405082;696;675
1406088;697;676
1407082;697;677
1408087;698;679
1409084;698;682
1410088;698;682
1411089;698;681
1412085;699;682
1413086;699;684
1414111;699;685
1415085;699;686
1416087;699;685
1417083;699;687
1418085;699;687
1419084;699;686
1420086;699;689
1421083;699;690
1422084;699;689
1423088;699;690
1424082;699;692
1425176;699;637
1426088;699;691
1427082;699;692
1428086;699;691
1429082;698;693
1430087;698;696
1431088;698;693
1432085;698;691
1433086;697;692
1434083;697;692
1435084;696;691
1436102;696;691
1437084;696;690
1438086;695;688
1439085;695;688
1440087;694;689
1441084;693;688
1442085;693;688
1443089;692;690
1444083;692;690
1445088;691;690
1446082;690;688
1447088;689;685
1448157;689;630
1449088;688;684
1450083;687;684
1451088;686;682
1452082;685;679
1453087;685;677
1454082;684;677
1455087;683;675
1456089;682;674
1457087;681;673
1458089;680;671
1459124;679;669
1460083;678;668
1461086;676;667
1462083;675;667
1463085;674;666
1464086;673;665
1465084;672;663
1466087;670;661
1467084;669;658
1468086;668;655
1469087;667;655
1470103;665;653
1471085;664;652
1472088;662;651
1473085;661;649
1474088;660;647
1475085;658;645
1476086;657;643
1477089;655;641
1478083;654;640
1479082;652;637
1480101;650;637
1481082;649;636
1482084;647;634
1483089;645;632
1484082;644;629
1485086;642;627
1486088;640;624
1487084;638;622
1488086;637;621
1489085;635;617
1490087;633;616
1491101;631;615
1492082;629;613
1493084;627;609
1494089;625;608
1495082;623;607
1496087;621;605
1497088;619;601
1498085;617;600
1499089;615;599
1500085;613;598
1501087;611;595
1502102;609;594
1503084;606;593
1504086;604;593
1505082;602;589
1506084;600;584
1507088;597;581
1508089;595;583
1509089;593;583
1510082;591;580
1511088;588;576
1512082;586;575
1513099;583;570
1514089;581;568
1515084;578;567
1516089;576;563
1517084;573;562
1518089;571;559
1519086;568;559
1520084;566;559
1521086;563;557
1522083;561;555
1523086;558;552
1524102;555;551
1525084;553;548
1526087;550;545
1527084;547;542
1528086;544;539
1529086;542;537
1530089;539;537
1531086;536;537
1532088;533;535
1533086;530;532
1534088;527;530
1535100;525;528
1536082;522;523
1537085;519;518
1538082;516;516
1539087;513;513
1540085;510;511
1541086;507;508
1542089;504;504
1543082;501;503
1544087;498;500
1545088;494;496
1546103;491;496
1547084;488;494
1548086;485;491
1549085;482;487
1550087;479;484
1551084;475;481
1552085;472;478
1553089;469;476
1554083;466;472
1555087;462;469
1556089;459;465
1557100;456;461
1558089;452;458
1559085;449;455
1560082;446;453
1561083;442;451
1562088;439;449
1563089;435;442
1564086;432;439
1565087;429;436
1566084;425;433
1567085;422;429
1568099;418;425
1569087;414;422
1570087;411;419
1571088;407;416
1572085;404;413
1573086;400;410
1574083;397;408
1575084;393;404
1576089;389;399
1577084;386;396
1578089;382;392
1579101;378;386
1580083;375;382
1581086;371;378
1582083;367;373
1583086;363;371
1584083;360;368
1585085;356;364
1586083;352;361
1587085;348;355
1588082;344;352
1589087;341;351
1590099;337;347
1591089;333;340
1592084;329;335
1593089;325;333
1594084;321;329
1595089;317;325
1596083;313;321
1597089;309;317
1598083;305;311
1599084;302;309
1600086;298;305
1601103;294;301
1602085;290;296
1603088;286;292
1604085;282;288
1605087;278;284
1606085;273;282
1607085;269;278
1608089;265;273
1609085;261;268
1610089;257;265
1611083;253;261
1612087;249;256
1613101;245;253
1614082;241;248
1615084;237;242
1616089;232;238
1617082;228;235
1618086;224;231
1619083;220;226
1620087;216;221
1621088;212;218
1622085;207;217
1623087;203;212
1624102;199;205
1625083;195;202
1626085;191;199
1627089;186;194
1628083;182;187
1629082;178;183
1630083;174;181
1631088;169;176
1632089;165;171
1633086;161;168
1634087;156;164
1635099;152;159
1636088;148;155
1637082;144;152
1638086;139;147
1639083;135;143
1640087;131;137
1641088;126;132
1642086;122;129
1643088;118;124
1644085;113;121
1645088;109;115
1646098;105;111
1647088;100;107
1648083;96;103
1649083;92;100
1650085;87;96
1651083;83;90
1652085;78;86
1653082;74;85
1654085;70;80
1655082;65;75
1656098;61;70
1657085;57;66
1658082;52;62
1659087;48;57
1660084;43;51
1661087;39;48
1662084;35;44
1663086;30;41
1664084;26;35
1665086;21;29
1666084;17;26
1667102;13;23
1668090;8;19
1669082;4;14
1670084;0;9
1671116;-4;6
1672089;-8;2
1673082;-13;-2
1674086;-17;-7
1675087;-21;-12
1676084;-26;-17
1677086;-30;-20
1678098;-35;-24
1679082;-39;-28
1680084;-43;-31
1681088;-48;-35
1682090;-52;-38
1683086;-57;-41
1684087;-61;-44
1685084;-65;-50
1686086;-70;-56
1687082;-74;-60
1688084;-78;-64
1689097;-83;-68
1690083;-87;-74
1691087;-92;-78
1692089;-96;-82
1693085;-100;-85
1694087;-105;-88
1695083;-109;-91
1696085;-113;-95
